"","Kingdom","Phylum","Class","Order","Family","Genus","Species","kluster"
"HM218316.1.1460","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"FJ749607.1.1468","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"MAKH01000002.7206.8749","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus  ",82
"HM057984.1.1471","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"HM218568.1.1465","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"KC836681.1.1397","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"LSVK01000004.487.2030","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus crispatus  ",82
"KC836628.1.1361","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"KP716605.1.1405","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"KU555480.1.1355","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"HM057983.1.1482","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"CP011386.71724.73297","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"GU980945.1.1439","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus delbrueckii subsp. bulgaricus",82
"FJ915651.1.1387","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"KF149736.1.1355","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus  ",82
"KX019978.1.1412","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria","Neisseria arctica  ",83
"LF651662.10.1526","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Kingella","Kingella kingae  ",83
"JQ746651.1.1547","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Snodgrassella","Snodgrassella alvi  ",83
"KF995748.1.1415","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseria","Neisseria arctica  ",83
"CP007446.338081.339623","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Snodgrassella","Snodgrassella alvi wkB2 ",83
"FM955866.1.1526","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter scleromae  ",84
"JX460832.1.1410","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Neomicrococcus","Neomicrococcus aestuarii  ",84
"HQ699507.1.1425","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter oxydans  ",84
"KC153125.1.1490","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter nicotianae  ",84
"CAQI01000001.190.1702","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter siccitolerans  ",84
"LK871649.1.1480","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudomonas moraviensis  ",84
"JQ684244.1.1491","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter oxydans  ",84
"JX293329.1.1369","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter nitroguajacolicus  ",84
"KJ734870.1.1398","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter siccitolerans  ",84
"KX792256.1.1275","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter globiformis  ",84
"JX997916.1.1374","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus","Actinomycetaceae bacterium CY-90 ",84
"KU051411.1.1328","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Arsenicicoccus","Arsenicicoccus bolidensis  ",84
"KP943127.1.1372","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter","Glutamicibacter protophormiae  ",84
"HM626412.1.1390","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter globiformis  ",84
"GU171380.1.1396","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Paenarthrobacter aurescens  ",84
"JN377664.1.1434","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Pseudarthrobacter oxydans  ",84
"KR088378.1.1443","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Paenarthrobacter nitroguajacolicus  ",84
"KT382249.1.1425","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","Arthrobacter humicola  ",84
"KF704080.1.1402","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter","Paenarthrobacter nitroguajacolicus  ",84
"CP018100.9508.11061","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"GU125624.1.1476","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"HQ334984.1.1480","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KX344022.1.1417","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus altitudinis  ",85
"HQ256517.1.1495","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"EU880529.1.1513","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"JN544160.1.1352","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KP757580.1.1385","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","endophytic bacterium SV682 ",85
"HQ704707.1.1455","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"AB971370.1.1495","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"HQ916824.1.1425","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"JN092811.1.1443","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"KJ920930.1.1395","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KX023228.1.1431","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KP279965.1.1402","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus xiamenensis  ",85
"CP007436.877117.878663","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KP318459.1.1426","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"KJ472198.1.1369","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"ATRN01000023.758.2176","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Klebsiella pneumoniae LCT-KP182 ",85
"FJ225309.1.1303","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KX146966.1.1210","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"KJ660959.1.1417","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"EU515207.1.1488","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KT986119.1.1417","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus altitudinis  ",85
"KF591118.1.1429","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"JX094180.1.1513","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"KX108979.1.1346","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"HE801987.1.1406","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"KP224308.1.1507","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KM019677.1.1398","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus aerophilus  ",85
"FN870069.1.1511","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"HQ827826.1.1360","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KP797988.1.1465","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus altitudinis  ",85
"KU922232.1.1412","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"KM051433.1.1445","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"JX680103.1.1513","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus stratosphericus  ",85
"KF853577.1.1335","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"JN092814.1.1438","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"EU500930.1.1502","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"HF545318.1.1516","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"EU594552.1.1457","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"CP018574.710709.712262","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KJ616366.1.1298","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KJ126932.1.1400","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KM401574.1.1430","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus safensis  ",85
"KJ528879.1.1458","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KT380669.1.1418","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"HM480308.1.1457","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KF578141.1.1434","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pumilus  ",85
"KM817260.1.1510","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus altitudinis  ",85
"LYMA02000036.8035.9518","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Orientia","Orientia tsutsugamushi  ",86
"HM852447.1.1354","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Orientia","Orientia chuto  ",86
"U41169.1.1510","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Pseudobutyrivibrio","Butyrivibrio fibrisolvens  ",87
"HZ484819.1.1517","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Acetivibrio] ethanolgignens group","Acetivibrio ethanolgignens",87
"AAVP02000040.351.1861","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus] torques group","Ruminococcus torques",87
"AB601089.1.1497","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium 5","[Clostridium] algidixylanolyticum ",87
"AF527773.1.1489","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Moryella","Moryella indoligenes  ",87
"LG085269.1.1511","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","[Clostridium] oroticum  ",87
"ALYD01000140.19.1419","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Oribacterium","Lachnospiraceae bacterium JC7 ",87
"AB002641.1.1469","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","low G+C Gram-positive bacterium",88
"FJ481960.1.1542","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"LYPZ01000044.99.1654","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"JWBN01000135.24.1554","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"KJ571204.1.1497","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"KR809426.1.1495","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"JN175385.1.1425","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"AKGP01000002.226.1784","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis NIHLM053 ",88
"LYQE01000036.129.1684","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"EU727184.1.1516","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus piscifermentans  ",88
"AKHJ01000047.244.1802","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis NIH04003 ",88
"JHQC01000040.1.1444","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis VCU050 ",88
"LYRZ01000026.215.1750","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"JVIO01000014.3178.4434","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"JX139846.1.1477","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii subsp. petrasii",88
"LN610141.1.1391","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus subsp. carnosus",88
"KY608132.1.1404","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"JWFY01000108.10.1540","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"FJ357583.1.1432","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"CUDN01000020.4069.5599","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus haemolyticus  ",88
"CP007601.2269370.2270911","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis subsp. capitis",88
"JVFR01000074.65911.67441","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"KX946151.1.1449","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"KY608131.1.1409","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis  ",88
"KC836713.1.1336","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. lactis",89
"KY007583.1.1370","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis  ",89
"KU899036.1.1458","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis  ",89
"KJ830713.1.1376","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis  ",89
"LC119137.1.1424","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. lactis",89
"KF148758.1.1335","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. lactis",89
"JQ754444.1.1404","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis  ",89
"KU147413.1.1416","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis  ",89
"KT722824.1.1384","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis  ",89
"HM218605.1.1383","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. lactis",89
"JQIC01000009.4729.6104","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. cremoris",89
"HM218311.1.1343","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. lactis",89
"FJ749555.1.1379","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. lactis",89
"KT124562.1.1395","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis  ",89
"KP764112.1.1317","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus lactis subsp. lactis",89
"FN428695.1.1510","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus thermocatenulatus  ",90
"AY608928.1.1562","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus stearothermophilus  ",90
"FN428675.1.1510","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus thermoleovorans  ",90
"KX113534.1.1272","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus kaustophilus  ",90
"KC420686.1.1417","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus kaustophilus  ",90
"KP010236.1.1358","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus thermodenitrificans subsp. thermodenitrificans",90
"KP053645.1.1228","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus thermoleovorans  ",90
"AY288912.1.1554","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldibacillus","Bacillus thermozeamaize  ",90
"EU652066.1.1509","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus stearothermophilus  ",90
"EU477773.1.1400","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","Geobacillus thermodenitrificans subsp. calidus",90
"LC071928.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas anguilliseptica  ",91
"AB685629.1.1459","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas fragi  ",91
"FNTY01000001.2856.4396","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas migulae  ",91
"FNSP01000003.423197.424737","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas panacis  ",91
"LT629795.5125839.5127379","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas psychrophila  ",91
"HE586392.1.1489","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas fluorescens  ",91
"MPJC01000023.10.1556","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas versuta  ",91
"MNPW01000038.243.1789","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas cedrina subsp. cedrina",91
"CBTL0110950228.3454.4965","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Triticum aestivum (bread wheat)",91
"KP208622.1.1505","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas libanensis  ",91
"KM878186.1.1486","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas extremaustralis  ",91
"AY604843.1.1481","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas viridiflava  ",91
"HP566355.129.1625","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Apis mellifera (honey bee)",91
"CP012676.3876535.3878081","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas versuta  ",91
"MDFJ01000031.525.2042","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas trivialis  ",91
"AJ244725.1.1493","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas cf. synxantha V4.BP.03",91
"JRMC01000019.202.1718","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas simiae  ",91
"CBTL0100923990.54.1453","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Triticum aestivum (bread wheat)",91
"DQ536518.1.1499","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas poae  ",91
"KT883843.1.1504","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas gessardii  ",91
"FNUA01000002.3234089.3235629","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas palleroniana  ",91
"AJ583501.1.1505","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas extremaustralis  ",91
"KU647669.1.1453","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas gessardii  ",91
"HQ908697.1.1464","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio owensii  ",92
"HQ449751.1.1355","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio campbellii  ",92
"KR347232.1.1431","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio alginolyticus  ",92
"JQ083339.1.1464","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio ezurae  ",92
"KY229815.1.1459","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio alginolyticus  ",92
"JF779831.1.1319","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio parahaemolyticus  ",92
"HQ449960.1.1368","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio rotiferianus  ",92
"HQ449755.1.1355","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio rotiferianus  ",92
"KX156952.1.1430","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi  ",92
"KM041143.1.1392","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio campbellii  ",92
"FM204839.1.1396","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi  ",92
"JN871704.1.1359","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio sinaloensis  ",92
"HQ908695.1.1338","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio brasiliensis  ",92
"KJ877672.1.1426","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio furnissii  ",92
"KT758469.1.1440","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio hepatarius  ",92
"GQ327950.1.1389","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi  ",92
"AF513447.1.1436","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio alginolyticus  ",92
"KT023520.1.1418","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio diabolicus  ",92
"KU321330.1.1413","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio neocaledonicus  ",92
"KT982469.1.1410","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio harveyi  ",92
"CP010430.2780395.2781952","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobacter sulfurreducens subsp. sulfurreducens",93
